motive_family,motive_label,emotion,tweets,reason_total,reason_emotion_share,display_label,emotion_display
18,Perpetrator was a family member,tuga,15,36,0.4166666666666667,Perpetrator was family,sadness
19,Protection of the family,bes,10,54,0.18518518518518517,Family protection,anger
19,Protection of the family,gađenje,6,54,0.1111111111111111,Family protection,disgust
19,Protection of the family,nepoznato,1,54,0.018518518518518517,Family protection,unknown
19,Protection of the family,radost,3,54,0.05555555555555555,Family protection,joy
19,Protection of the family,strah,11,54,0.2037037037037037,Family protection,fear
19,Protection of the family,tuga,23,54,0.42592592592592593,Family protection,sadness
2,Distrust in institutions,bes,7,48,0.14583333333333334,Distrust in institutions,anger
2,Distrust in institutions,gađenje,3,48,0.0625,Distrust in institutions,disgust
2,Distrust in institutions,radost,3,48,0.0625,Distrust in institutions,joy
2,Distrust in institutions,strah,14,48,0.2916666666666667,Distrust in institutions,fear
2,Distrust in institutions,tuga,21,48,0.4375,Distrust in institutions,sadness
20,"Belief that perpetartor will change (""it won't happen again"")",bes,2,4,0.5,Belief perpetrator would change,anger
20,"Belief that perpetartor will change (""it won't happen again"")",tuga,2,4,0.5,Belief perpetrator would change,sadness
22,Dependent on the perpetrator,bes,3,13,0.23076923076923078,Dependence on perpetrator,anger
22,Dependent on the perpetrator,gađenje,2,13,0.15384615384615385,Dependence on perpetrator,disgust
22,Dependent on the perpetrator,strah,2,13,0.15384615384615385,Dependence on perpetrator,fear
22,Dependent on the perpetrator,tuga,6,13,0.46153846153846156,Dependence on perpetrator,sadness
23,I can deal with it,bes,3,13,0.23076923076923078,I can deal with it,anger
23,I can deal with it,strah,5,13,0.38461538461538464,I can deal with it,fear
23,I can deal with it,tuga,5,13,0.38461538461538464,I can deal with it,sadness
24,Blaming the victim,bes,6,21,0.2857142857142857,Blaming the victim,anger
24,Blaming the victim,gađenje,2,21,0.09523809523809523,Blaming the victim,disgust
24,Blaming the victim,radost,1,21,0.047619047619047616,Blaming the victim,joy
24,Blaming the victim,strah,3,21,0.14285714285714285,Blaming the victim,fear
24,Blaming the victim,tuga,9,21,0.42857142857142855,Blaming the victim,sadness
25,OTHER,bes,2,7,0.2857142857142857,OTHER,anger
25,OTHER,strah,2,7,0.2857142857142857,OTHER,fear
25,OTHER,tuga,3,7,0.42857142857142855,OTHER,sadness
3,Others minimized victims experience,bes,11,73,0.1506849315068493,Others minimized the experience,anger
3,Others minimized victims experience,gađenje,8,73,0.1095890410958904,Others minimized the experience,disgust
3,Others minimized victims experience,neutralno,1,73,0.0136986301369863,Others minimized the experience,neutral
3,Others minimized victims experience,poverenje,1,73,0.0136986301369863,Others minimized the experience,trust
3,Others minimized victims experience,radost,5,73,0.0684931506849315,Others minimized the experience,joy
3,Others minimized victims experience,strah,9,73,0.1232876712328767,Others minimized the experience,fear
3,Others minimized victims experience,tuga,38,73,0.5205479452054794,Others minimized the experience,sadness
4,"""I tought that was normal"" (dismisal/minimizing)",bes,3,23,0.13043478260869565,Experience treated as normal,anger
4,"""I tought that was normal"" (dismisal/minimizing)",gađenje,6,23,0.2608695652173913,Experience treated as normal,disgust
4,"""I tought that was normal"" (dismisal/minimizing)",neutralno,1,23,0.043478260869565216,Experience treated as normal,neutral
4,"""I tought that was normal"" (dismisal/minimizing)",radost,3,23,0.13043478260869565,Experience treated as normal,joy
4,"""I tought that was normal"" (dismisal/minimizing)",strah,1,23,0.043478260869565216,Experience treated as normal,fear
4,"""I tought that was normal"" (dismisal/minimizing)",tuga,9,23,0.391304347826087,Experience treated as normal,sadness
5,Lack of knowledge/awarenes that it is violence,bes,44,266,0.16541353383458646,Lack of recognition as violence,anger
5,Lack of knowledge/awarenes that it is violence,gađenje,36,266,0.13533834586466165,Lack of recognition as violence,disgust
5,Lack of knowledge/awarenes that it is violence,neutralno,4,266,0.015037593984962405,Lack of recognition as violence,neutral
5,Lack of knowledge/awarenes that it is violence,poverenje,6,266,0.022556390977443608,Lack of recognition as violence,trust
5,Lack of knowledge/awarenes that it is violence,radost,8,266,0.03007518796992481,Lack of recognition as violence,joy
5,Lack of knowledge/awarenes that it is violence,strah,51,266,0.19172932330827067,Lack of recognition as violence,fear
5,Lack of knowledge/awarenes that it is violence,tuga,117,266,0.4398496240601504,Lack of recognition as violence,sadness
6,Fear,bes,23,155,0.14838709677419354,Fear,anger
6,Fear,gađenje,15,155,0.0967741935483871,Fear,disgust
6,Fear,iščekivanje,1,155,0.0064516129032258064,Fear,anticipation
6,Fear,neutralno,1,155,0.0064516129032258064,Fear,neutral
6,Fear,poverenje,2,155,0.012903225806451613,Fear,trust
6,Fear,radost,9,155,0.05806451612903226,Fear,joy
6,Fear,strah,27,155,0.17419354838709677,Fear,fear
6,Fear,tuga,77,155,0.4967741935483871,Fear,sadness
7,Self-blame,bes,16,98,0.16326530612244897,Self-blame,anger
7,Self-blame,gađenje,11,98,0.11224489795918367,Self-blame,disgust
7,Self-blame,neutralno,4,98,0.04081632653061224,Self-blame,neutral
7,Self-blame,radost,5,98,0.05102040816326531,Self-blame,joy
7,Self-blame,strah,16,98,0.16326530612244897,Self-blame,fear
7,Self-blame,tuga,46,98,0.46938775510204084,Self-blame,sadness
8,"Kept from reporting by others (""advised me not to report"")",bes,1,9,0.1111111111111111,Discouraged by others,anger
8,"Kept from reporting by others (""advised me not to report"")",strah,3,9,0.3333333333333333,Discouraged by others,fear
8,"Kept from reporting by others (""advised me not to report"")",tuga,5,9,0.5555555555555556,Discouraged by others,sadness
9,Managed to escape/defend,bes,4,56,0.07142857142857142,Escaped or defended oneself,anger
9,Managed to escape/defend,gađenje,10,56,0.17857142857142858,Escaped or defended oneself,disgust
9,Managed to escape/defend,iščekivanje,1,56,0.017857142857142856,Escaped or defended oneself,anticipation
9,Managed to escape/defend,neutralno,1,56,0.017857142857142856,Escaped or defended oneself,neutral
9,Managed to escape/defend,poverenje,1,56,0.017857142857142856,Escaped or defended oneself,trust
9,Managed to escape/defend,radost,5,56,0.08928571428571429,Escaped or defended oneself,joy
9,Managed to escape/defend,strah,10,56,0.17857142857142858,Escaped or defended oneself,fear
9,Managed to escape/defend,tuga,24,56,0.42857142857142855,Escaped or defended oneself,sadness
